pair_name,disease1_name,disease1_id,disease2_name,disease2_id,RR_score
death_sudden & myocardial_infarction,death_sudden,79,myocardial_infarction,198,1.210165
arterial_occlusive_diseases & uveitis,arterial_occlusive_diseases,15,uveitis,292,1.209812
hemorrhagic_disorders & hyperthyroidism,hemorrhagic_disorders,129,hyperthyroidism,136,1.209779
heart_defects_congenital & neoplasms_germ_cell_and_embryonal,heart_defects_congenital,125,neoplasms_germ_cell_and_embryonal,205,1.20977
heart_defects_congenital & ovarian_neoplasms,heart_defects_congenital,125,ovarian_neoplasms,229,1.20977
spondylarthropathies & vasculitis,spondylarthropathies,276,vasculitis,296,1.209697
spondylitis & vasculitis,spondylitis,277,vasculitis,296,1.209697
immune_system_diseases & lipidoses,immune_system_diseases,140,lipidoses,163,1.209459
epilepsy & precursor_cell_lymphoblastic_leukemia_lymphoma,epilepsy,98,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.209166
hypersensitivity & lymphoma,hypersensitivity,134,lymphoma,172,1.209061
dyssomnias & esophageal_diseases,dyssomnias,94,esophageal_diseases,99,1.208657
bile_duct_diseases & blood_platelet_disorders,bile_duct_diseases,27,blood_platelet_disorders,31,1.208395
breast_diseases & psoriasis,breast_diseases,41,psoriasis,248,1.208362
leukemia & movement_disorders,leukemia,154,movement_disorders,189,1.207958
arrhythmias_cardiac & respiratory_tract_diseases,arrhythmias_cardiac,14,respiratory_tract_diseases,253,1.207792
arthritis & cardiomegaly,arthritis,17,cardiomegaly,47,1.20751
celiac_disease & macular_degeneration,celiac_disease,55,macular_degeneration,177,1.207169
macular_degeneration & malabsorption_syndromes,macular_degeneration,177,malabsorption_syndromes,178,1.207169
blood_platelet_disorders & nervous_system_diseases,blood_platelet_disorders,31,nervous_system_diseases,211,1.207122
cranial_nerve_diseases & endocrine_system_diseases,cranial_nerve_diseases,75,endocrine_system_diseases,97,1.2069
cranial_nerve_diseases & thyroid_diseases,cranial_nerve_diseases,75,thyroid_diseases,284,1.2069
anemia_aplastic & hypersensitivity,anemia_aplastic,10,hypersensitivity,134,1.206691
hemorrhagic_disorders & pancreatic_diseases,hemorrhagic_disorders,129,pancreatic_diseases,232,1.206359
bone_diseases_metabolic & leukemia_lymphocytic_chronic_b_cell,bone_diseases_metabolic,36,leukemia_lymphocytic_chronic_b_cell,156,1.206244
arrhythmias_cardiac & vasculitis,arrhythmias_cardiac,14,vasculitis,296,1.205981
glomerulonephritis & prostatic_neoplasms,glomerulonephritis,115,prostatic_neoplasms,245,1.205952
anemia_aplastic & cardiomegaly,anemia_aplastic,10,cardiomegaly,47,1.205609
rheumatic_diseases & varicose_veins,rheumatic_diseases,259,varicose_veins,294,1.205273
neoplasms & prostatic_neoplasms,neoplasms,200,prostatic_neoplasms,245,1.204899
adenocarcinoma & neoplasms,adenocarcinoma,2,neoplasms,200,1.204436
cranial_nerve_diseases & uveitis,cranial_nerve_diseases,75,uveitis,292,1.204338
cardiovascular_diseases & genital_diseases_male,cardiovascular_diseases,53,genital_diseases_male,111,1.204228
lipid_metabolism_disorders & muscular_diseases,lipid_metabolism_disorders,161,muscular_diseases,191,1.204084
arthritis_rheumatoid & movement_disorders,arthritis_rheumatoid,18,movement_disorders,189,1.203975
breast_neoplasms & uveal_diseases,breast_neoplasms,42,uveal_diseases,291,1.203964
autoimmune_diseases & epilepsy,autoimmune_diseases,21,epilepsy,98,1.203524
cardiovascular_diseases & nervous_system_diseases,cardiovascular_diseases,53,nervous_system_diseases,211,1.203358
adrenal_gland_diseases & cardiovascular_diseases,adrenal_gland_diseases,4,cardiovascular_diseases,53,1.203081
cardiomegaly & pancreatic_diseases,cardiomegaly,47,pancreatic_diseases,232,1.202926
cardiovascular_diseases & psoriasis,cardiovascular_diseases,53,psoriasis,248,1.202873
anemia_aplastic & cardiovascular_diseases,anemia_aplastic,10,cardiovascular_diseases,53,1.202619
gout & spinocerebellar_ataxias,gout,119,spinocerebellar_ataxias,273,1.202121
lupus_erythematosus_systemic & lymphatic_diseases,lupus_erythematosus_systemic,170,lymphatic_diseases,171,1.201838
breast_diseases & cranial_nerve_diseases,breast_diseases,41,cranial_nerve_diseases,75,1.201725
dementia & endocrine_system_diseases,dementia,81,endocrine_system_diseases,97,1.201494
dementia & thyroid_diseases,dementia,81,thyroid_diseases,284,1.201494
bile_duct_diseases & carcinoma_renal_cell,bile_duct_diseases,27,carcinoma_renal_cell,46,1.201213
diabetes_mellitus_type_2 & vascular_diseases,diabetes_mellitus_type_2,86,vascular_diseases,295,1.201188
lung_diseases_obstructive & spinal_cord_diseases,lung_diseases_obstructive,168,spinal_cord_diseases,271,1.20093
cardiovascular_diseases & thyroid_diseases,cardiovascular_diseases,53,thyroid_diseases,284,1.200761
ovarian_diseases & parkinsonian_disorders,ovarian_diseases,228,parkinsonian_disorders,235,1.200646
blood_coagulation_disorders & prostatic_neoplasms,blood_coagulation_disorders,29,prostatic_neoplasms,245,1.200516
blood_coagulation_disorders_inherited & prostatic_neoplasms,blood_coagulation_disorders_inherited,30,prostatic_neoplasms,245,1.200516
arthritis & cardiovascular_diseases,arthritis,17,cardiovascular_diseases,53,1.200504
aneurysm & arthritis,aneurysm,12,arthritis,17,1.200337
hyperthyroidism & spondylitis_ankylosing,hyperthyroidism,136,spondylitis_ankylosing,278,1.200325
crohn_disease & exophthalmos,crohn_disease,77,exophthalmos,100,1.200092
blood_coagulation_disorders & ovarian_diseases,blood_coagulation_disorders,29,ovarian_diseases,228,1.19981
blood_coagulation_disorders_inherited & ovarian_diseases,blood_coagulation_disorders_inherited,30,ovarian_diseases,228,1.19981
blood_coagulation_disorders & rheumatic_diseases,blood_coagulation_disorders,29,rheumatic_diseases,259,1.199774
blood_coagulation_disorders_inherited & rheumatic_diseases,blood_coagulation_disorders_inherited,30,rheumatic_diseases,259,1.199774
disorders_of_sex_development & esophageal_diseases,disorders_of_sex_development,89,esophageal_diseases,99,1.19977
colitis_ulcerative & rheumatic_diseases,colitis_ulcerative,65,rheumatic_diseases,259,1.199497
intellectual_disability & leukemia_b_cell,intellectual_disability,146,leukemia_b_cell,155,1.198594
asthma & macular_degeneration,asthma,19,macular_degeneration,177,1.198312
endocrine_system_diseases & stomatognathic_diseases,endocrine_system_diseases,97,stomatognathic_diseases,279,1.198142
autoimmune_diseases & heart_arrest,autoimmune_diseases,21,heart_arrest,124,1.198034
movement_disorders & neoplasms_germ_cell_and_embryonal,movement_disorders,189,neoplasms_germ_cell_and_embryonal,205,1.197673
movement_disorders & ovarian_neoplasms,movement_disorders,189,ovarian_neoplasms,229,1.197673
carcinoma_renal_cell & neoplasms,carcinoma_renal_cell,46,neoplasms,200,1.197602
lung_diseases_obstructive & metabolism_inborn_errors,lung_diseases_obstructive,168,metabolism_inborn_errors,184,1.197328
crohn_disease & rheumatic_diseases,crohn_disease,77,rheumatic_diseases,259,1.196935
heart_arrest & stomatognathic_diseases,heart_arrest,124,stomatognathic_diseases,279,1.1969
movement_disorders & varicose_veins,movement_disorders,189,varicose_veins,294,1.196845
carbohydrate_metabolism_inborn_errors & mycobacterium_infections,carbohydrate_metabolism_inborn_errors,44,mycobacterium_infections,196,1.196804
myocardial_infarction & psoriasis,myocardial_infarction,198,psoriasis,248,1.195921
myocardial_ischemia & psoriasis,myocardial_ischemia,199,psoriasis,248,1.195921
coronary_artery_disease & psoriasis,coronary_artery_disease,73,psoriasis,248,1.195902
coronary_artery_disease & leukemia_b_cell,coronary_artery_disease,73,leukemia_b_cell,155,1.19524
coronary_disease & leukemia_b_cell,coronary_disease,74,leukemia_b_cell,155,1.19524
albuminuria & leukemia_lymphocytic_chronic_b_cell,albuminuria,5,leukemia_lymphocytic_chronic_b_cell,156,1.195191
albuminuria & precursor_cell_lymphoblastic_leukemia_lymphoma,albuminuria,5,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.195191
glioma & leukemia_lymphocytic_chronic_b_cell,glioma,114,leukemia_lymphocytic_chronic_b_cell,156,1.195191
leukemia_lymphocytic_chronic_b_cell & proteinuria,leukemia_lymphocytic_chronic_b_cell,156,proteinuria,246,1.195191
precursor_cell_lymphoblastic_leukemia_lymphoma & proteinuria,precursor_cell_lymphoblastic_leukemia_lymphoma,243,proteinuria,246,1.195191
colorectal_neoplasms & hyperthyroidism,colorectal_neoplasms,68,hyperthyroidism,136,1.195032
hemorrhagic_disorders & neoplasms_germ_cell_and_embryonal,hemorrhagic_disorders,129,neoplasms_germ_cell_and_embryonal,205,1.195027
hemorrhagic_disorders & ovarian_neoplasms,hemorrhagic_disorders,129,ovarian_neoplasms,229,1.195027
head_and_neck_neoplasms & movement_disorders,head_and_neck_neoplasms,123,movement_disorders,189,1.194696
autoimmune_diseases & diabetes_mellitus_type_2,autoimmune_diseases,21,diabetes_mellitus_type_2,86,1.194459
colitis_ulcerative & retinitis_pigmentosa,colitis_ulcerative,65,retinitis_pigmentosa,258,1.194022
genital_diseases_male & hypopigmentation,genital_diseases_male,111,hypopigmentation,137,1.193624
lipid_metabolism_disorders & lysosomal_storage_diseases,lipid_metabolism_disorders,161,lysosomal_storage_diseases,175,1.192763
arrhythmias_cardiac & disorders_of_sex_development,arrhythmias_cardiac,14,disorders_of_sex_development,89,1.192695
amino_acid_metabolism_inborn_errors & diabetes_mellitus_type_2,amino_acid_metabolism_inborn_errors,7,diabetes_mellitus_type_2,86,1.19215
anemia & spinocerebellar_ataxias,anemia,9,spinocerebellar_ataxias,273,1.191967
bile_duct_diseases & cardiovascular_diseases,bile_duct_diseases,27,cardiovascular_diseases,53,1.191779
charcot_marie_tooth_disease & prostatic_neoplasms,charcot_marie_tooth_disease,60,prostatic_neoplasms,245,1.191642
hereditary_sensory_and_motor_neuropathy & prostatic_neoplasms,hereditary_sensory_and_motor_neuropathy,131,prostatic_neoplasms,245,1.191642
hypotrichosis & leukemia_b_cell,hypotrichosis,139,leukemia_b_cell,155,1.191133
cholestasis & osteoporosis,cholestasis,61,osteoporosis,226,1.191021
cardiomyopathies & coronary_disease,cardiomyopathies,48,coronary_disease,74,1.190476
cardiomyopathy_hypertrophic & coronary_disease,cardiomyopathy_hypertrophic,50,coronary_disease,74,1.190476
cholestasis & spinal_cord_diseases,cholestasis,61,spinal_cord_diseases,271,1.190062
breast_diseases & macular_degeneration,breast_diseases,41,macular_degeneration,177,1.189727
cranial_nerve_diseases & lipid_metabolism_disorders,cranial_nerve_diseases,75,lipid_metabolism_disorders,161,1.189722
pancreatic_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,pancreatic_diseases,232,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.189635
joint_diseases & purine_pyrimidine_metabolism_inborn_errors,joint_diseases,149,purine_pyrimidine_metabolism_inborn_errors,249,1.189609
joint_diseases & respiratory_tract_diseases,joint_diseases,149,respiratory_tract_diseases,253,1.189609
leukemia_b_cell & myocardial_infarction,leukemia_b_cell,155,myocardial_infarction,198,1.189609
colitis_ulcerative & gout,colitis_ulcerative,65,gout,119,1.189416
cardiovascular_diseases & heart_defects_congenital,cardiovascular_diseases,53,heart_defects_congenital,125,1.189312
heart_defects_congenital & lung_diseases_obstructive,heart_defects_congenital,125,lung_diseases_obstructive,168,1.18918
anemia_hemolytic & dementia,anemia_hemolytic,11,dementia,81,1.189154
gastroenteritis & heart_defects_congenital,gastroenteritis,105,heart_defects_congenital,125,1.189123
cardiomegaly & dwarfism,cardiomegaly,47,dwarfism,91,1.188866
bile_duct_diseases & peripheral_nervous_system_diseases,bile_duct_diseases,27,peripheral_nervous_system_diseases,239,1.188391
gastroenteritis & lipid_metabolism_disorders,gastroenteritis,105,lipid_metabolism_disorders,161,1.188152
colitis_ulcerative & muscular_dystrophies,colitis_ulcerative,65,muscular_dystrophies,193,1.188074
arrhythmias_cardiac & epilepsy,arrhythmias_cardiac,14,epilepsy,98,1.187846
aneurysm & psoriasis,aneurysm,12,psoriasis,248,1.187648
cardiovascular_diseases & goiter,cardiovascular_diseases,53,goiter,117,1.18737
arrhythmias_cardiac & autoimmune_diseases,arrhythmias_cardiac,14,autoimmune_diseases,21,1.186941
hypothalamic_diseases & neoplasms_connective_and_soft_tissue,hypothalamic_diseases,138,neoplasms_connective_and_soft_tissue,203,1.186384
glioma & goiter,glioma,114,goiter,117,1.186215
demyelinating_diseases & respiratory_tract_diseases,demyelinating_diseases,83,respiratory_tract_diseases,253,1.185889
multiple_sclerosis & respiratory_tract_diseases,multiple_sclerosis,190,respiratory_tract_diseases,253,1.185889
carbohydrate_metabolism_inborn_errors & heart_arrest,carbohydrate_metabolism_inborn_errors,44,heart_arrest,124,1.185733
dementia & diabetes_mellitus_type_1,dementia,81,diabetes_mellitus_type_1,85,1.185673
esophageal_diseases & gout,esophageal_diseases,99,gout,119,1.185562
cranial_nerve_diseases & macular_degeneration,cranial_nerve_diseases,75,macular_degeneration,177,1.184966
ectodermal_dysplasia & spastic_paraplegia_hereditary,ectodermal_dysplasia,95,spastic_paraplegia_hereditary,270,1.184897
diabetes_mellitus_type_2 & leukemia,diabetes_mellitus_type_2,86,leukemia,154,1.184847
blood_coagulation_disorders & diabetes_mellitus_type_2,blood_coagulation_disorders,29,diabetes_mellitus_type_2,86,1.184383
blood_coagulation_disorders_inherited & diabetes_mellitus_type_2,blood_coagulation_disorders_inherited,30,diabetes_mellitus_type_2,86,1.184383
cardiomegaly & diabetes_mellitus_type_2,cardiomegaly,47,diabetes_mellitus_type_2,86,1.184192
pancreatic_diseases & respiratory_tract_diseases,pancreatic_diseases,232,respiratory_tract_diseases,253,1.184085
charcot_marie_tooth_disease & pancreatic_diseases,charcot_marie_tooth_disease,60,pancreatic_diseases,232,1.183619
hereditary_sensory_and_motor_neuropathy & pancreatic_diseases,hereditary_sensory_and_motor_neuropathy,131,pancreatic_diseases,232,1.183619
blood_coagulation_disorders & glioma,blood_coagulation_disorders,29,glioma,114,1.183524
blood_coagulation_disorders_inherited & glioma,blood_coagulation_disorders_inherited,30,glioma,114,1.183524
lipid_metabolism_disorders & metal_metabolism_inborn_errors,lipid_metabolism_disorders,161,metal_metabolism_inborn_errors,185,1.1832
basal_ganglia_diseases & behcet_syndrome,basal_ganglia_diseases,25,behcet_syndrome,26,1.183172
epilepsy & spondylitis_ankylosing,epilepsy,98,spondylitis_ankylosing,278,1.183121
adenocarcinoma & myocardial_infarction,adenocarcinoma,2,myocardial_infarction,198,1.182854
ankylosis & retinitis_pigmentosa,ankylosis,13,retinitis_pigmentosa,258,1.182781
exophthalmos & lymphoma,exophthalmos,100,lymphoma,172,1.182638
lymphoma & spastic_paraplegia_hereditary,lymphoma,172,spastic_paraplegia_hereditary,270,1.182638
anemia_hemolytic & carcinoma_renal_cell,anemia_hemolytic,11,carcinoma_renal_cell,46,1.182574
glomerulonephritis & spondylitis,glomerulonephritis,115,spondylitis,277,1.182514
arthritis_rheumatoid & charcot_marie_tooth_disease,arthritis_rheumatoid,18,charcot_marie_tooth_disease,60,1.182493
arthritis_rheumatoid & hereditary_sensory_and_motor_neuropathy,arthritis_rheumatoid,18,hereditary_sensory_and_motor_neuropathy,131,1.182493
albuminuria & heart_defects_congenital,albuminuria,5,heart_defects_congenital,125,1.181785
coronary_artery_disease & glioma,coronary_artery_disease,73,glioma,114,1.181785
coronary_disease & glioma,coronary_disease,74,glioma,114,1.181785
heart_defects_congenital & proteinuria,heart_defects_congenital,125,proteinuria,246,1.181785
albuminuria & coronary_artery_disease,albuminuria,5,coronary_artery_disease,73,1.181785
albuminuria & coronary_disease,albuminuria,5,coronary_disease,74,1.181785
albuminuria & parkinsonian_disorders,albuminuria,5,parkinsonian_disorders,235,1.181785
coronary_artery_disease & proteinuria,coronary_artery_disease,73,proteinuria,246,1.181785
coronary_disease & proteinuria,coronary_disease,74,proteinuria,246,1.181785
parkinsonian_disorders & proteinuria,parkinsonian_disorders,235,proteinuria,246,1.181785
gout & head_and_neck_neoplasms,gout,119,head_and_neck_neoplasms,123,1.181718
carcinoma_renal_cell & immune_system_diseases,carcinoma_renal_cell,46,immune_system_diseases,140,1.181682
cholestasis & diabetes_mellitus_type_2,cholestasis,61,diabetes_mellitus_type_2,86,1.181596
anemia & head_and_neck_neoplasms,anemia,9,head_and_neck_neoplasms,123,1.181367
dementia & goiter,dementia,81,goiter,117,1.181301
arrhythmias_cardiac & celiac_disease,arrhythmias_cardiac,14,celiac_disease,55,1.181257
arrhythmias_cardiac & malabsorption_syndromes,arrhythmias_cardiac,14,malabsorption_syndromes,178,1.181257
leukemia_lymphocytic_chronic_b_cell & retinitis_pigmentosa,leukemia_lymphocytic_chronic_b_cell,156,retinitis_pigmentosa,258,1.181236
bile_duct_diseases & hair_diseases,bile_duct_diseases,27,hair_diseases,122,1.180984
macular_degeneration & spinocerebellar_degenerations,macular_degeneration,177,spinocerebellar_degenerations,274,1.180801
diabetes_mellitus_type_2 & metal_metabolism_inborn_errors,diabetes_mellitus_type_2,86,metal_metabolism_inborn_errors,185,1.180704
colitis_ulcerative & macular_degeneration,colitis_ulcerative,65,macular_degeneration,177,1.180628
glomerulonephritis & spondylarthropathies,glomerulonephritis,115,spondylarthropathies,276,1.180627
lung_diseases_obstructive & pancreatic_diseases,lung_diseases_obstructive,168,pancreatic_diseases,232,1.180504
myeloproliferative_disorders & respiratory_tract_diseases,myeloproliferative_disorders,197,respiratory_tract_diseases,253,1.180361
arterial_occlusive_diseases & macular_degeneration,arterial_occlusive_diseases,15,macular_degeneration,177,1.179863
asthma & cranial_nerve_diseases,asthma,19,cranial_nerve_diseases,75,1.179604
cardiomegaly & celiac_disease,cardiomegaly,47,celiac_disease,55,1.17891
cardiomegaly & malabsorption_syndromes,cardiomegaly,47,malabsorption_syndromes,178,1.17891
alzheimer_disease & glomerulonephritis,alzheimer_disease,6,glomerulonephritis,115,1.178869
anemia & malformations_of_cortical_development,anemia,9,malformations_of_cortical_development,180,1.178555
colorectal_neoplasms & epilepsy,colorectal_neoplasms,68,epilepsy,98,1.178548
arterial_occlusive_diseases & rheumatic_diseases,arterial_occlusive_diseases,15,rheumatic_diseases,259,1.178501
bone_diseases_metabolic & uveitis,bone_diseases_metabolic,36,uveitis,292,1.178225
asthma & heart_arrest,asthma,19,heart_arrest,124,1.177438
aneurysm & cardiomegaly,aneurysm,12,cardiomegaly,47,1.177321
cardiomyopathies & spondylitis_ankylosing,cardiomyopathies,48,spondylitis_ankylosing,278,1.177299
cardiomyopathy_hypertrophic & spondylitis_ankylosing,cardiomyopathy_hypertrophic,50,spondylitis_ankylosing,278,1.177299
arrhythmias_cardiac & gastroenteritis,arrhythmias_cardiac,14,gastroenteritis,105,1.177077
dementia & gastroenteritis,dementia,81,gastroenteritis,105,1.176964
anemia & cerebellar_ataxia,anemia,9,cerebellar_ataxia,57,1.17692
ankylosis & breast_diseases,ankylosis,13,breast_diseases,41,1.176645
arthritis & genital_diseases_female,arthritis,17,genital_diseases_female,110,1.176406
diabetes_mellitus_type_2 & lysosomal_storage_diseases,diabetes_mellitus_type_2,86,lysosomal_storage_diseases,175,1.176255
dementia & myeloproliferative_disorders,dementia,81,myeloproliferative_disorders,197,1.176015
blood_platelet_disorders & muscular_diseases,blood_platelet_disorders,31,muscular_diseases,191,1.176002
graves_disease & rheumatic_diseases,graves_disease,121,rheumatic_diseases,259,1.175684
arthritis & asthma,arthritis,17,asthma,19,1.175669
heart_arrest & immunologic_deficiency_syndromes,heart_arrest,124,immunologic_deficiency_syndromes,141,1.175242
cholestasis & spondylitis_ankylosing,cholestasis,61,spondylitis_ankylosing,278,1.175184
hyperthyroidism & macular_degeneration,hyperthyroidism,136,macular_degeneration,177,1.175114
diabetes_mellitus_type_2 & exophthalmos,diabetes_mellitus_type_2,86,exophthalmos,100,1.175079
cardiovascular_diseases & colitis_ulcerative,cardiovascular_diseases,53,colitis_ulcerative,65,1.174986
intestinal_neoplasms & lymphatic_diseases,intestinal_neoplasms,148,lymphatic_diseases,171,1.174848
asthma & crohn_disease,asthma,19,crohn_disease,77,1.174805
myeloproliferative_disorders & pancreatic_diseases,myeloproliferative_disorders,197,pancreatic_diseases,232,1.174729
cardiomegaly & precursor_cell_lymphoblastic_leukemia_lymphoma,cardiomegaly,47,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.174727
cardiomegaly & peripheral_nervous_system_diseases,cardiomegaly,47,peripheral_nervous_system_diseases,239,1.174484
carbohydrate_metabolism_inborn_errors & lymphoma,carbohydrate_metabolism_inborn_errors,44,lymphoma,172,1.173274
anemia_aplastic & diabetes_mellitus_type_2,anemia_aplastic,10,diabetes_mellitus_type_2,86,1.172615
adrenal_gland_diseases & gout,adrenal_gland_diseases,4,gout,119,1.172463
crohn_disease & movement_disorders,crohn_disease,77,movement_disorders,189,1.172176
cardiomegaly & muscular_diseases,cardiomegaly,47,muscular_diseases,191,1.17217
cardiomegaly & macular_degeneration,cardiomegaly,47,macular_degeneration,177,1.172065
pancreatic_diseases & spinocerebellar_ataxias,pancreatic_diseases,232,spinocerebellar_ataxias,273,1.171906
colorectal_neoplasms & esophageal_diseases,colorectal_neoplasms,68,esophageal_diseases,99,1.171809
hyperthyroidism & lipid_metabolism_disorders,hyperthyroidism,136,lipid_metabolism_disorders,161,1.171315
diabetes_mellitus_type_1 & movement_disorders,diabetes_mellitus_type_1,85,movement_disorders,189,1.171112
parkinsonian_disorders & psoriasis,parkinsonian_disorders,235,psoriasis,248,1.170765
breast_neoplasms & ovarian_diseases,breast_neoplasms,42,ovarian_diseases,228,1.170143
anemia_hemolytic & muscular_dystrophies,anemia_hemolytic,11,muscular_dystrophies,193,1.170021
cranial_nerve_diseases & hypopigmentation,cranial_nerve_diseases,75,hypopigmentation,137,1.169989
genital_diseases_female & hypopigmentation,genital_diseases_female,110,hypopigmentation,137,1.169899
blood_coagulation_disorders & osteoporosis,blood_coagulation_disorders,29,osteoporosis,226,1.169755
blood_coagulation_disorders_inherited & osteoporosis,blood_coagulation_disorders_inherited,30,osteoporosis,226,1.169755
cardiovascular_diseases & hypothalamic_diseases,cardiovascular_diseases,53,hypothalamic_diseases,138,1.169447
arrhythmias_cardiac & sleep_disorders,arrhythmias_cardiac,14,sleep_disorders,269,1.16928
cardiovascular_diseases & exophthalmos,cardiovascular_diseases,53,exophthalmos,100,1.169245
cardiovascular_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,cardiovascular_diseases,53,precursor_cell_lymphoblastic_leukemia_lymphoma,243,1.16856
gout & macular_degeneration,gout,119,macular_degeneration,177,1.168394
endocrine_system_diseases & glioma,endocrine_system_diseases,97,glioma,114,1.168242
glioma & thyroid_diseases,glioma,114,thyroid_diseases,284,1.168242
amyotrophic_lateral_sclerosis & anemia,amyotrophic_lateral_sclerosis,8,anemia,9,1.168137
anemia & motor_neuron_disease,anemia,9,motor_neuron_disease,187,1.168137
cardiomegaly & mycobacterium_infections,cardiomegaly,47,mycobacterium_infections,196,1.167034
arrhythmias_cardiac & arthritis,arrhythmias_cardiac,14,arthritis,17,1.166557
diabetes_mellitus_type_1 & hemorrhagic_disorders,diabetes_mellitus_type_1,85,hemorrhagic_disorders,129,1.166011
coronary_disease & liver_cirrhosis,coronary_disease,74,liver_cirrhosis,164,1.165632
coronary_disease & liver_cirrhosis_biliary,coronary_disease,74,liver_cirrhosis_biliary,165,1.165632
esophageal_diseases & malformations_of_cortical_development,esophageal_diseases,99,malformations_of_cortical_development,180,1.165491
anemia_hemolytic & glioma,anemia_hemolytic,11,glioma,114,1.164886
arthritis & epilepsy,arthritis,17,epilepsy,98,1.164465
bone_diseases & hypersensitivity,bone_diseases,34,hypersensitivity,134,1.164414
heart_defects_congenital & leukemia_lymphocytic_chronic_b_cell,heart_defects_congenital,125,leukemia_lymphocytic_chronic_b_cell,156,1.164373
ankylosis & metal_metabolism_inborn_errors,ankylosis,13,metal_metabolism_inborn_errors,185,1.164302
dyskinesias & neoplasms,dyskinesias,92,neoplasms,200,1.164291
demyelinating_diseases & diabetes_mellitus_type_1,demyelinating_diseases,83,diabetes_mellitus_type_1,85,1.164277
glomerulonephritis & hyperthyroidism,glomerulonephritis,115,hyperthyroidism,136,1.164277
adenocarcinoma & hemorrhagic_disorders,adenocarcinoma,2,hemorrhagic_disorders,129,1.164176
glomerulonephritis & uveitis,glomerulonephritis,115,uveitis,292,1.164032
hair_diseases & osteoporosis,hair_diseases,122,osteoporosis,226,1.163999
asthma & diabetes_mellitus_type_2,asthma,19,diabetes_mellitus_type_2,86,1.163713
diabetes_mellitus_type_1 & spinal_cord_diseases,diabetes_mellitus_type_1,85,spinal_cord_diseases,271,1.163318
neoplasms_connective_and_soft_tissue & spondylitis,neoplasms_connective_and_soft_tissue,203,spondylitis,277,1.162706
osteoporosis & pancreatic_diseases,osteoporosis,226,pancreatic_diseases,232,1.162573
hypothalamic_diseases & retinitis_pigmentosa,hypothalamic_diseases,138,retinitis_pigmentosa,258,1.162395
asthma & breast_diseases,asthma,19,breast_diseases,41,1.162319
aneurysm & genital_diseases_male,aneurysm,12,genital_diseases_male,111,1.16231
blood_coagulation_disorders & dwarfism,blood_coagulation_disorders,29,dwarfism,91,1.162206
blood_coagulation_disorders_inherited & dwarfism,blood_coagulation_disorders_inherited,30,dwarfism,91,1.162206
myeloproliferative_disorders & peripheral_nervous_system_diseases,myeloproliferative_disorders,197,peripheral_nervous_system_diseases,239,1.162189
arterial_occlusive_diseases & pancreatic_diseases,arterial_occlusive_diseases,15,pancreatic_diseases,232,1.161942
death_sudden & pancreatic_diseases,death_sudden,79,pancreatic_diseases,232,1.161942
diabetes_mellitus_type_2 & lung_diseases_obstructive,diabetes_mellitus_type_2,86,lung_diseases_obstructive,168,1.161756
arrhythmias_cardiac & varicose_veins,arrhythmias_cardiac,14,varicose_veins,294,1.160966
diabetes_mellitus_type_2 & graves_disease,diabetes_mellitus_type_2,86,graves_disease,121,1.160793
breast_diseases & vasculitis,breast_diseases,41,vasculitis,296,1.16073
bile_duct_diseases & leprosy,bile_duct_diseases,27,leprosy,153,1.160319
anemia & heart_defects_congenital,anemia,9,heart_defects_congenital,125,1.159953
asthma & polyneuropathies,asthma,19,polyneuropathies,242,1.159949
anemia_aplastic & arterial_occlusive_diseases,anemia_aplastic,10,arterial_occlusive_diseases,15,1.159845
anemia_hemolytic & rheumatic_diseases,anemia_hemolytic,11,rheumatic_diseases,259,1.159793
celiac_disease & cranial_nerve_diseases,celiac_disease,55,cranial_nerve_diseases,75,1.159375
cranial_nerve_diseases & malabsorption_syndromes,cranial_nerve_diseases,75,malabsorption_syndromes,178,1.159375
goiter & lipid_metabolism_disorders,goiter,117,lipid_metabolism_disorders,161,1.159266
endocrine_system_diseases & lipid_metabolism_disorders,endocrine_system_diseases,97,lipid_metabolism_disorders,161,1.158899
lipid_metabolism_disorders & thyroid_diseases,lipid_metabolism_disorders,161,thyroid_diseases,284,1.158899
muscular_diseases & parkinsonian_disorders,muscular_diseases,191,parkinsonian_disorders,235,1.158629
heart_defects_congenital & macular_degeneration,heart_defects_congenital,125,macular_degeneration,177,1.158534
cholestasis & joint_diseases,cholestasis,61,joint_diseases,149,1.158159
behcet_syndrome & glomerulonephritis,behcet_syndrome,26,glomerulonephritis,115,1.158155
psoriasis & sleep_disorders,psoriasis,248,sleep_disorders,269,1.157739
arterial_occlusive_diseases & immunologic_deficiency_syndromes,arterial_occlusive_diseases,15,immunologic_deficiency_syndromes,141,1.157275
cardiovascular_diseases & spinal_cord_diseases,cardiovascular_diseases,53,spinal_cord_diseases,271,1.156912
gout & retinitis_pigmentosa,gout,119,retinitis_pigmentosa,258,1.156773
breast_diseases & demyelinating_diseases,breast_diseases,41,demyelinating_diseases,83,1.156728
breast_diseases & multiple_sclerosis,breast_diseases,41,multiple_sclerosis,190,1.156728
