pair_name,disease1_name,disease1_id,disease2_name,disease2_id,RR_score
bone_diseases_metabolic & purine_pyrimidine_metabolism_inborn_errors,bone_diseases_metabolic,36,purine_pyrimidine_metabolism_inborn_errors,249,0
bone_diseases_metabolic & vascular_diseases,bone_diseases_metabolic,36,vascular_diseases,295,0
breast_diseases & death_sudden,breast_diseases,41,death_sudden,79,0
breast_diseases & disorders_of_sex_development,breast_diseases,41,disorders_of_sex_development,89,0
breast_neoplasms & craniofacial_abnormalities,breast_neoplasms,42,craniofacial_abnormalities,76,0
breast_neoplasms & neuroendocrine_tumors,breast_neoplasms,42,neuroendocrine_tumors,216,0
carbohydrate_metabolism_inborn_errors & spastic_paraplegia_hereditary,carbohydrate_metabolism_inborn_errors,44,spastic_paraplegia_hereditary,270,0
carbohydrate_metabolism_inborn_errors & spinocerebellar_degenerations,carbohydrate_metabolism_inborn_errors,44,spinocerebellar_degenerations,274,0
carcinoma_renal_cell & neuroendocrine_tumors,carcinoma_renal_cell,46,neuroendocrine_tumors,216,0
cardiomyopathies & neuroendocrine_tumors,cardiomyopathies,48,neuroendocrine_tumors,216,0
celiac_disease & ectodermal_dysplasia,celiac_disease,55,ectodermal_dysplasia,95,0
celiac_disease & spinocerebellar_degenerations,celiac_disease,55,spinocerebellar_degenerations,274,0
cerebellar_ataxia & neuroendocrine_tumors,cerebellar_ataxia,57,neuroendocrine_tumors,216,0
cerebellar_ataxia & retinitis_pigmentosa,cerebellar_ataxia,57,retinitis_pigmentosa,258,0
cerebellar_ataxia & uveal_diseases,cerebellar_ataxia,57,uveal_diseases,291,0
charcot_marie_tooth_disease & intellectual_disability,charcot_marie_tooth_disease,60,intellectual_disability,146,0
charcot_marie_tooth_disease & metabolism_inborn_errors,charcot_marie_tooth_disease,60,metabolism_inborn_errors,184,0
charcot_marie_tooth_disease & neuroendocrine_tumors,charcot_marie_tooth_disease,60,neuroendocrine_tumors,216,0
cholestasis & vascular_diseases,cholestasis,61,vascular_diseases,295,0
colorectal_neoplasms & neuroendocrine_tumors,colorectal_neoplasms,68,neuroendocrine_tumors,216,0
coronary_artery_disease & metabolic_syndrome_x,coronary_artery_disease,73,metabolic_syndrome_x,183,0
coronary_disease & heart_defects_congenital,coronary_disease,74,heart_defects_congenital,125,0
coronary_disease & hemorrhagic_disorders,coronary_disease,74,hemorrhagic_disorders,129,0
coronary_disease & leukemia,coronary_disease,74,leukemia,154,0
coronary_disease & lymphatic_diseases,coronary_disease,74,lymphatic_diseases,171,0
coronary_disease & precursor_cell_lymphoblastic_leukemia_lymphoma,coronary_disease,74,precursor_cell_lymphoblastic_leukemia_lymphoma,243,0
coronary_disease & respiratory_tract_diseases,coronary_disease,74,respiratory_tract_diseases,253,0
cranial_nerve_diseases & neuroendocrine_tumors,cranial_nerve_diseases,75,neuroendocrine_tumors,216,0
cranial_nerve_diseases & ovarian_diseases,cranial_nerve_diseases,75,ovarian_diseases,228,0
cranial_nerve_diseases & uveal_diseases,cranial_nerve_diseases,75,uveal_diseases,291,0
craniofacial_abnormalities & crohn_disease,craniofacial_abnormalities,76,crohn_disease,77,0
craniofacial_abnormalities & disorders_of_sex_development,craniofacial_abnormalities,76,disorders_of_sex_development,89,0
craniofacial_abnormalities & lymphatic_diseases,craniofacial_abnormalities,76,lymphatic_diseases,171,0
craniofacial_abnormalities & lymphoma,craniofacial_abnormalities,76,lymphoma,172,0
craniofacial_abnormalities & malformations_of_cortical_development,craniofacial_abnormalities,76,malformations_of_cortical_development,180,0
craniofacial_abnormalities & metabolism_inborn_errors,craniofacial_abnormalities,76,metabolism_inborn_errors,184,0
craniofacial_abnormalities & myeloproliferative_disorders,craniofacial_abnormalities,76,myeloproliferative_disorders,197,0
craniofacial_abnormalities & retinitis_pigmentosa,craniofacial_abnormalities,76,retinitis_pigmentosa,258,0
death_sudden & disorders_of_sex_development,death_sudden,79,disorders_of_sex_development,89,0
death_sudden & lipidoses,death_sudden,79,lipidoses,163,0
death_sudden & lysosomal_storage_diseases,death_sudden,79,lysosomal_storage_diseases,175,0
death_sudden & metabolism_inborn_errors,death_sudden,79,metabolism_inborn_errors,184,0
death_sudden & muscular_dystrophies,death_sudden,79,muscular_dystrophies,193,0
demyelinating_diseases & neuroendocrine_tumors,demyelinating_diseases,83,neuroendocrine_tumors,216,0
demyelinating_diseases & purine_pyrimidine_metabolism_inborn_errors,demyelinating_diseases,83,purine_pyrimidine_metabolism_inborn_errors,249,0
diabetes_mellitus_type_2 & metabolic_syndrome_x,diabetes_mellitus_type_2,86,metabolic_syndrome_x,183,0
disorders_of_sex_development & dwarfism,disorders_of_sex_development,89,dwarfism,91,0
disorders_of_sex_development & hair_diseases,disorders_of_sex_development,89,hair_diseases,122,0
disorders_of_sex_development & heart_arrest,disorders_of_sex_development,89,heart_arrest,124,0
disorders_of_sex_development & heart_defects_congenital,disorders_of_sex_development,89,heart_defects_congenital,125,0
disorders_of_sex_development & hypotrichosis,disorders_of_sex_development,89,hypotrichosis,139,0
disorders_of_sex_development & motor_neuron_disease,disorders_of_sex_development,89,motor_neuron_disease,187,0
disorders_of_sex_development & myeloproliferative_disorders,disorders_of_sex_development,89,myeloproliferative_disorders,197,0
disorders_of_sex_development & neoplasms_connective_and_soft_tissue,disorders_of_sex_development,89,neoplasms_connective_and_soft_tissue,203,0
disorders_of_sex_development & nervous_system_diseases,disorders_of_sex_development,89,nervous_system_diseases,211,0
disorders_of_sex_development & spinal_cord_diseases,disorders_of_sex_development,89,spinal_cord_diseases,271,0
dwarfism & exophthalmos,dwarfism,91,exophthalmos,100,0
dwarfism & genital_diseases_female,dwarfism,91,genital_diseases_female,110,0
dwarfism & hemorrhagic_disorders,dwarfism,91,hemorrhagic_disorders,129,0
dwarfism & hypersensitivity,dwarfism,91,hypersensitivity,134,0
dwarfism & hyperthyroidism,dwarfism,91,hyperthyroidism,136,0
dwarfism & motor_neuron_disease,dwarfism,91,motor_neuron_disease,187,0
dwarfism & movement_disorders,dwarfism,91,movement_disorders,189,0
dwarfism & neoplasms,dwarfism,91,neoplasms,200,0
dwarfism & peripheral_nervous_system_diseases,dwarfism,91,peripheral_nervous_system_diseases,239,0
dwarfism & polyneuropathies,dwarfism,91,polyneuropathies,242,0
dwarfism & respiratory_tract_diseases,dwarfism,91,respiratory_tract_diseases,253,0
dwarfism & spinal_cord_diseases,dwarfism,91,spinal_cord_diseases,271,0
dyskinesias & lymphatic_diseases,dyskinesias,92,lymphatic_diseases,171,0
dyskinesias & neuroendocrine_tumors,dyskinesias,92,neuroendocrine_tumors,216,0
dyskinesias & peripheral_nervous_system_diseases,dyskinesias,92,peripheral_nervous_system_diseases,239,0
dyskinesias & uveal_diseases,dyskinesias,92,uveal_diseases,291,0
dyssomnias & head_and_neck_neoplasms,dyssomnias,94,head_and_neck_neoplasms,123,0
dyssomnias & stomatognathic_diseases,dyssomnias,94,stomatognathic_diseases,279,0
dyssomnias & uveal_diseases,dyssomnias,94,uveal_diseases,291,0
dyssomnias & uveitis,dyssomnias,94,uveitis,292,0
dyssomnias & vascular_diseases,dyssomnias,94,vascular_diseases,295,0
ectodermal_dysplasia & head_and_neck_neoplasms,ectodermal_dysplasia,95,head_and_neck_neoplasms,123,0
ectodermal_dysplasia & immune_system_diseases,ectodermal_dysplasia,95,immune_system_diseases,140,0
ectodermal_dysplasia & leukemia,ectodermal_dysplasia,95,leukemia,154,0
ectodermal_dysplasia & lymphatic_diseases,ectodermal_dysplasia,95,lymphatic_diseases,171,0
ectodermal_dysplasia & malabsorption_syndromes,ectodermal_dysplasia,95,malabsorption_syndromes,178,0
ectodermal_dysplasia & mycobacterium_infections,ectodermal_dysplasia,95,mycobacterium_infections,196,0
ectodermal_dysplasia & precursor_cell_lymphoblastic_leukemia_lymphoma,ectodermal_dysplasia,95,precursor_cell_lymphoblastic_leukemia_lymphoma,243,0
ectodermal_dysplasia & respiratory_tract_diseases,ectodermal_dysplasia,95,respiratory_tract_diseases,253,0
endocrine_system_diseases & metabolic_syndrome_x,endocrine_system_diseases,97,metabolic_syndrome_x,183,0
genital_diseases_female & malformations_of_cortical_development,genital_diseases_female,110,malformations_of_cortical_development,180,0
genital_diseases_female & vascular_diseases,genital_diseases_female,110,vascular_diseases,295,0
genital_diseases_male & metabolic_syndrome_x,genital_diseases_male,111,metabolic_syndrome_x,183,0
glioma & malformations_of_cortical_development,glioma,114,malformations_of_cortical_development,180,0
head_and_neck_neoplasms & intestinal_neoplasms,head_and_neck_neoplasms,123,intestinal_neoplasms,148,0
head_and_neck_neoplasms & metabolism_inborn_errors,head_and_neck_neoplasms,123,metabolism_inborn_errors,184,0
head_and_neck_neoplasms & sleep_disorders,head_and_neck_neoplasms,123,sleep_disorders,269,0
heart_defects_congenital & stomatognathic_diseases,heart_defects_congenital,125,stomatognathic_diseases,279,0
hemorrhagic_disorders & respiratory_tract_diseases,hemorrhagic_disorders,129,respiratory_tract_diseases,253,0
hereditary_sensory_and_motor_neuropathy & lipidoses,hereditary_sensory_and_motor_neuropathy,131,lipidoses,163,0
hereditary_sensory_and_motor_neuropathy & lysosomal_storage_diseases,hereditary_sensory_and_motor_neuropathy,131,lysosomal_storage_diseases,175,0
hereditary_sensory_and_motor_neuropathy & neuroendocrine_tumors,hereditary_sensory_and_motor_neuropathy,131,neuroendocrine_tumors,216,0
hereditary_sensory_and_motor_neuropathy & retinitis_pigmentosa,hereditary_sensory_and_motor_neuropathy,131,retinitis_pigmentosa,258,0
hereditary_sensory_and_motor_neuropathy & vascular_diseases,hereditary_sensory_and_motor_neuropathy,131,vascular_diseases,295,0
hypopigmentation & neuroendocrine_tumors,hypopigmentation,137,neuroendocrine_tumors,216,0
hypopigmentation & stomatognathic_diseases,hypopigmentation,137,stomatognathic_diseases,279,0
hypopigmentation & uveal_diseases,hypopigmentation,137,uveal_diseases,291,0
hypopigmentation & vascular_diseases,hypopigmentation,137,vascular_diseases,295,0
hypotrichosis & leukemia,hypotrichosis,139,leukemia,154,0
hypotrichosis & precursor_cell_lymphoblastic_leukemia_lymphoma,hypotrichosis,139,precursor_cell_lymphoblastic_leukemia_lymphoma,243,0
immune_system_diseases & purine_pyrimidine_metabolism_inborn_errors,immune_system_diseases,140,purine_pyrimidine_metabolism_inborn_errors,249,0
immunologic_deficiency_syndromes & malformations_of_cortical_development,immunologic_deficiency_syndromes,141,malformations_of_cortical_development,180,0
immunologic_deficiency_syndromes & metabolism_inborn_errors,immunologic_deficiency_syndromes,141,metabolism_inborn_errors,184,0
immunologic_deficiency_syndromes & neuroendocrine_tumors,immunologic_deficiency_syndromes,141,neuroendocrine_tumors,216,0
immunologic_deficiency_syndromes & vascular_diseases,immunologic_deficiency_syndromes,141,vascular_diseases,295,0
intellectual_disability & purine_pyrimidine_metabolism_inborn_errors,intellectual_disability,146,purine_pyrimidine_metabolism_inborn_errors,249,0
intellectual_disability & vascular_diseases,intellectual_disability,146,vascular_diseases,295,0
intestinal_neoplasms & neuroendocrine_tumors,intestinal_neoplasms,148,neuroendocrine_tumors,216,0
intestinal_neoplasms & spastic_paraplegia_hereditary,intestinal_neoplasms,148,spastic_paraplegia_hereditary,270,0
leprosy & uveal_diseases,leprosy,153,uveal_diseases,291,0
leprosy & uveitis,leprosy,153,uveitis,292,0
leprosy & vascular_diseases,leprosy,153,vascular_diseases,295,0
leukemia & neuroendocrine_tumors,leukemia,154,neuroendocrine_tumors,216,0
leukemia_b_cell & neuroendocrine_tumors,leukemia_b_cell,155,neuroendocrine_tumors,216,0
leukemia_myeloid_acute & peripheral_nervous_system_diseases,leukemia_myeloid_acute,159,peripheral_nervous_system_diseases,239,0
lipidoses & peripheral_nervous_system_diseases,lipidoses,163,peripheral_nervous_system_diseases,239,0
lipidoses & polyneuropathies,lipidoses,163,polyneuropathies,242,0
lipidoses & spastic_paraplegia_hereditary,lipidoses,163,spastic_paraplegia_hereditary,270,0
liver_cirrhosis & uveal_diseases,liver_cirrhosis,164,uveal_diseases,291,0
liver_cirrhosis_biliary & uveal_diseases,liver_cirrhosis_biliary,165,uveal_diseases,291,0
lymphatic_diseases & malformations_of_cortical_development,lymphatic_diseases,171,malformations_of_cortical_development,180,0
lymphatic_diseases & movement_disorders,lymphatic_diseases,171,movement_disorders,189,0
lymphatic_diseases & neuroendocrine_tumors,lymphatic_diseases,171,neuroendocrine_tumors,216,0
lymphatic_diseases & purine_pyrimidine_metabolism_inborn_errors,lymphatic_diseases,171,purine_pyrimidine_metabolism_inborn_errors,249,0
lymphatic_diseases & retinitis_pigmentosa,lymphatic_diseases,171,retinitis_pigmentosa,258,0
lymphatic_diseases & uveal_diseases,lymphatic_diseases,171,uveal_diseases,291,0
lymphatic_diseases & uveitis,lymphatic_diseases,171,uveitis,292,0
lymphoma & neuroendocrine_tumors,lymphoma,172,neuroendocrine_tumors,216,0
lysosomal_storage_diseases & movement_disorders,lysosomal_storage_diseases,175,movement_disorders,189,0
lysosomal_storage_diseases & muscular_diseases,lysosomal_storage_diseases,175,muscular_diseases,191,0
lysosomal_storage_diseases & muscular_dystrophies,lysosomal_storage_diseases,175,muscular_dystrophies,193,0
lysosomal_storage_diseases & peripheral_nervous_system_diseases,lysosomal_storage_diseases,175,peripheral_nervous_system_diseases,239,0
lysosomal_storage_diseases & polyneuropathies,lysosomal_storage_diseases,175,polyneuropathies,242,0
lysosomal_storage_diseases & spastic_paraplegia_hereditary,lysosomal_storage_diseases,175,spastic_paraplegia_hereditary,270,0
macular_degeneration & neuroendocrine_tumors,macular_degeneration,177,neuroendocrine_tumors,216,0
malabsorption_syndromes & spinocerebellar_degenerations,malabsorption_syndromes,178,spinocerebellar_degenerations,274,0
malformations_of_cortical_development & metabolism_inborn_errors,malformations_of_cortical_development,180,metabolism_inborn_errors,184,0
malformations_of_cortical_development & neoplasms_connective_and_soft_tissue,malformations_of_cortical_development,180,neoplasms_connective_and_soft_tissue,203,0
malformations_of_cortical_development & purine_pyrimidine_metabolism_inborn_errors,malformations_of_cortical_development,180,purine_pyrimidine_metabolism_inborn_errors,249,0
metabolic_syndrome_x & metabolism_inborn_errors,metabolic_syndrome_x,183,metabolism_inborn_errors,184,0
metabolic_syndrome_x & neoplasms,metabolic_syndrome_x,183,neoplasms,200,0
metabolic_syndrome_x & nervous_system_diseases,metabolic_syndrome_x,183,nervous_system_diseases,211,0
metabolic_syndrome_x & prostatic_neoplasms,metabolic_syndrome_x,183,prostatic_neoplasms,245,0
metabolism_inborn_errors & retinitis_pigmentosa,metabolism_inborn_errors,184,retinitis_pigmentosa,258,0
metabolism_inborn_errors & spinocerebellar_degenerations,metabolism_inborn_errors,184,spinocerebellar_degenerations,274,0
metal_metabolism_inborn_errors & purine_pyrimidine_metabolism_inborn_errors,metal_metabolism_inborn_errors,185,purine_pyrimidine_metabolism_inborn_errors,249,0
multiple_sclerosis & neuroendocrine_tumors,multiple_sclerosis,190,neuroendocrine_tumors,216,0
multiple_sclerosis & purine_pyrimidine_metabolism_inborn_errors,multiple_sclerosis,190,purine_pyrimidine_metabolism_inborn_errors,249,0
muscular_diseases & retinitis_pigmentosa,muscular_diseases,191,retinitis_pigmentosa,258,0
muscular_dystrophies & neoplasms,muscular_dystrophies,193,neoplasms,200,0
mycobacterium_infections & uveal_diseases,mycobacterium_infections,196,uveal_diseases,291,0
mycobacterium_infections & uveitis,mycobacterium_infections,196,uveitis,292,0
neoplasms & spastic_paraplegia_hereditary,neoplasms,200,spastic_paraplegia_hereditary,270,0
neoplasms_connective_and_soft_tissue & vascular_diseases,neoplasms_connective_and_soft_tissue,203,vascular_diseases,295,0
neuroendocrine_tumors & polyneuropathies,neuroendocrine_tumors,216,polyneuropathies,242,0
